"Date";"Open";"High";"Low";"Close";"Volume";"Market.Cap"
2017-10-26;5720,446474631;5955,709382936;5684,729787348;5897,44143375;1826168891,61675;97288968624,3359
2017-10-27;5899,190788484;5981,333650661;5722,633627025;5752,4485646;1816195876,89354;97141755422,616
2017-10-28;5757,659835165;5854,622466458;5664,157128401;5739,102224984;1469730114,55545;96288173425,2415
2017-10-29;5749,563998586;6216,524432728;5728,870270094;6146,589797876;1602732524,74084;97802078340,3925
2017-10-30;6124,058615846;6168,496593142;5996,44095039;6086,122428903;2191261217,65554;101153498648,613
2017-10-31;6079,307558216;6443,118173836;6038,268904191;6443,118173836;1610869661,462;104013174138,206
2017-11-01;6433,49785799;6751,169850192;5828,476859231;6751,169850192;2422158632,53133;108548952808,037
2017-11-02;6755,903777062;7461,508550247;6755,903777062;7083,6023655;3650530786,53883;117105844479,879
2017-11-03;7085,737224116;7435,765574742;6994,68355965;7207,199066492;3709943045,78446;120854975384,776
2017-11-04;7210,187115007;7474,3317842;7086,198730401;7391,414501478;2663039123,76973;120410490998,602
2017-11-05;7394,381478481;7618,518167368;7325,719049021;7392,794234066;1991166333,18549;124796270051,011
2017-11-06;7402,650704073;7461,217988597;7046,31279989;7046,31279989;2520722367,67142;121854715778,982
2017-11-07;7048,212497433;7278,11100612;7048,212497433;7168,998589105;2605319540,77046;118894803412,332
2017-11-08;7161,255830963;7732,574136008;7136,077818823;7486,64879677;2603250960,66406;122749670296,769
2017-11-09;7470,06912418;7470,06912418;7109,098796218;7149,000472163;4128846790,45893;120949042063,393
2017-11-10;7179,91194145;7379,149901849;6447,167476084;6613,680938331;3677208837,92849;116088127630,822
2017-11-11;6598,365157773;6862,041484515;6279,384685243;6356,625594187;5021218783,00667;109914851262,822
2017-11-12;6355,853306399;6480,458934519;5614,214077563;5991,383038848;3190841731,73387;101632307451,498
2017-11-13;5989,778473489;6850,464043522;5948,677376189;6577,853346834;4220355222,08738;106133349903,467
2017-11-14;6581,989102629;6780,150295617;6476,23923771;6647,346079806;4029832335,58241;109844115216,128
2017-11-15;6647,507719863;7362,400701481;6647,507719863;7322,818342661;3292612975,99774;117616882446,411
2017-11-16;7336,675526412;7950,359952508;7199,878647209;7849,171538248;3838014141,38426;124808733486,586
2017-11-17;7858,644663859;8010,473776451;7562,14573717;7738,847173785;4169241053,76521;130829538826,12
2017-11-18;7705,225707443;7844,769045216;7471,536430323;7786,062737767;4020111615,27382;128436103256,257
2017-11-19;7775,150351337;8043,240302154;7654,556186671;8023,985992887;2603344061,48706;130323209913,762
2017-11-20;8014,61564605;8260,812429177;7925,767371356;8216,796397136;2889658370,71203;135335157185,611
2017-11-21;8211,555402853;8332,168952485;7812,695462267;8100,19521598;3930337074,26424;136213790533,094
2017-11-22;8111,756928187;8298,527602996;8099,010105746;8235,703376596;3221352828,04115;136381693087,009
2017-11-23;8227,363928054;8259,84958766;8079,707292324;8079,707292324;3341993773,68293;136778595712,366
2017-11-24;8070,247953901;8379,714926737;7971,92537997;8268,087281862;4071299796,6909;137529515577,14
2017-11-25;8264,411949629;8820,874113671;8225,061712247;8820,874113671;3764586979,14704;142063750452,136
2017-11-26;8810,907356877;9533,163069933;8807,993351472;9359,825973887;4253796435,54222;151671856060,997
2017-11-27;9372,693821919;9849,762582817;9362,589888209;9845,460026237;4702641439,37475;161797383516,186
2017-11-28;9848,886054634;10191,743676812;9784,573314;10165,721114119;4680883317,28454;166954947467,826
2017-11-29;10169,643284032;11498,106119672;9380,151451218;9780,735747872;6568561632,13698;175387674555,362
2017-11-30;9928,125211352;10819,727722929;9279,648580659;10273,825569864;9672067533,35587;167350015163,72
2017-12-01;10215,701153937;11026,034874911;9685,536842903;10967,664817444;6944962388,94359;172803148615,256
2017-12-02;10957,085129307;11336,667286894;10864,034387152;11052,132884524;5508931178,21125;185463195267,972
2017-12-03;11048,835144428;11823,20125446;10842,238446681;11304,617026381;4439198029,60482;190783469525,925
2017-12-04;11318,919770069;11645,096035778;11073,096940763;11645,096035778;5876343718,35276;191174249569,536
2017-12-05;11665,227599752;11985,21486209;11595,802603823;11896,907904795;5704204856,88761;197741067053,618
2017-12-06;11874,395923311;14076,491858909;11874,395923311;14063,249148977;8248840472,69152;215506765594,404
2017-12-07;14060,914971738;18074,175480727;13771,221810388;18074,175480727;13326830861,2321;263149179991,941
2017-12-08;18057,850487517;18524,471448559;14548,940846859;16592,803823287;16565034661,6877;270616403517,864
2017-12-09;16578,11273996;16758,600041108;13516,391263554;15082,847365234;11568857443,6982;258507420323,284
2017-12-10;15159,236376816;15913,390065812;13161,048339075;15565,861910816;10291186742,5535;243397487905,852
2017-12-11;15322,77282757;17501,262183726;15322,77282757;16774,994581389;11387045739,0002;281581170209,725
2017-12-12;16841,086566729;17416,953042306;16065,167992079;16798,025540273;10571922382,6673;282585767672,393
2017-12-13;16819,041039848;16938,01769564;15757,988245315;16225,024397943;11262015467,4318;286394884030,293
2017-12-14;16245,233910544;16830,664783027;15952,802267361;16454,932615977;10943444493,8669;275916678471,363
2017-12-15;16456,756296301;18037,339896708;16450,685630241;17650,289757329;12710750385,0582;296377313361,434
2017-12-16;17663,904828516;19634,974416421;17476,876357251;19427,474509164;9276249144,22162;308773906119,543
2017-12-17;19417,860788762;19927,185336626;18860,385714703;19156,710367786;11897297708,1432;325803227468,54
2017-12-18;19184,874580834;19257,121229801;18285,145613971;18931,204938959;11756211908,4619;313979049076,549
2017-12-19;18969,614240256;19187,677925234;17249,070313747;17700,778424238;13477194445,8899;309193886352,34
2017-12-20;17713,380966756;17936,128139459;16011,891164051;16599,691361082;17654903176,8032;285300863876,288
2017-12-21;16632,217993327;17469,542480621;14987,566488979;15621,411719764;16452025087,3031;268284841980,912
2017-12-22;15609,624800956;15883,312989692;11453,81051494;13693,825728522;16533427871,1185;233948703033,864
2017-12-23;13784,652173892;15732,368125741;13647,821543621;14181,532063374;15948239607,7463;248384683379,362
2017-12-24;14159,446340004;14976,380227885;12155,933488041;13812,876812572;10635564244,4446;229493846731,417
2017-12-25;13868,871856886;14663,416829383;13044,101982054;13965,211657038;9706645690,30969;235117450940,96
2017-12-26;13967,014433086;16408,580197638;13877,437734197;16101,495551933;10838918040,4951;260115217157,265
2017-12-27;16076,9073565;17398,005999463;14692,586756247;15783,753081556;11113068163,2439;268700778107,691
2017-12-28;15536,644409597;15805,690990186;13869,467088288;14432,831059998;11081659460,0956;248019839494,578
2017-12-29;14600,370233856;15246,859046803;14283,942978551;14598,572319084;10934752171,1733;247927328427,952
2017-12-30;14594,7681588;14597,772283242;11963,480302022;12732,356011521;12985849499,1135;223296215550,063
2017-12-31;12596,018572226;14298,865844503;12395,289474931;14033,567993366;11818683013,5941;229602652718,702
2018-01-01;14046,002763769;14521,965544256;12980,811131472;13577,188554957;9527935461,62658;229222912291,631
2018-01-02;13644,693035103;15468,208138312;13195,873515272;14938,176676247;11519263413,0968;234598412922,972
